Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g002030:G000252385:TICEST70_RS06595__pseudo_1	g002030	2030	267747.PPA0204	0	1662.5	DNAX	"GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006260,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009360,GO:0009987,GO:0016462,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019439,GO:0019637,GO:0019693,GO:0030234,GO:0030337,GO:0032991,GO:0034061,GO:0034641,GO:0034645,GO:0034655,GO:0042278,GO:0042454,GO:0042575,GO:0043170,GO:0043234,GO:0043846,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050789,GO:0050790,GO:0055086,GO:0065007,GO:0065009,GO:0071704,GO:0072521,GO:0072523,GO:0090304,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658"	K02343	"DNA polymerase III, subunits gamma and tau"
pacnes16:g001524:G000194865:HMPREF9341_RS02645__WP_002521829.1_1	g001524	1524	1051006.HMPREF1162_0580	0	1762.3	ARTH_4141		K18930	Fad linked oxidase
pacnes16:g000916:G000144895:HMPREF9578_RS0111030__pseudo_1	g000916	916	267747.PPA1377	2.40E-147	526.9			K03727	Dead deah box helicase domain protein
pacnes16:g000916:G000144895:HMPREF9578_RS0111030__pseudo_2	g000916	916	267747.PPA1377	0	1204.9			K03727	Dead deah box helicase domain protein
pacnes16:g002390:G000521385:JCM18909_201__GAE67159.1_1	g002390	2390	267747.PPA1068	5.10E-214	750	TNAA		K01667	tryptophanase EC 4.1.99.1
pacnes16:g002059:G000302515:PAC1_RS01075__WP_015011330.1_1	g002059	2059	267747.PPA0200	0	1882.8				YD repeat protein
pacnes16:g000983:G000144895:HMPREF9578_RS09210__WP_002514605.1_1	g000983	983	1051006.HMPREF1162_1232	3.70E-257	893.3	CAS3	"GO:0000287,GO:0002252,GO:0002376,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0004386,GO:0005488,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009607,GO:0009615,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0033677,GO:0033680,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0043167,GO:0043169,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044710,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0055086,GO:0070035,GO:0071667,GO:0071704,GO:0072521,GO:0072523,GO:0097098,GO:0097159,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K07012,K19123"	"CRISPR-associated helicase, Cas3"
pacnes16:g003317:G000521445:JCM18920_2149__GAE80470.1_1	g003317	3317	267747.PPA0241	0	1769.2	TOPA	"GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003917,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016853,GO:0019219,GO:0019222,GO:0022616,GO:0030312,GO:0031323,GO:0032069,GO:0032074,GO:0034641,GO:0040007,GO:0043086,GO:0043167,GO:0043169,GO:0043170,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051336,GO:0051346,GO:0060255,GO:0060700,GO:0060701,GO:0065007,GO:0065009,GO:0071103,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:1901360"	K03168	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)"
pacnes16:g001770:G000213155:PAZ_RS04920__WP_002519017.1_1	g001770	1770	267747.PPA0989	0	1877.4	ACEE	"GO:0000287,GO:0003674,GO:0003824,GO:0004738,GO:0004739,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016624,GO:0016903,GO:0030312,GO:0032991,GO:0043167,GO:0043169,GO:0043234,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045254,GO:0046872,GO:0055114,GO:0071944"	K00163	"Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity)"
pacnes16:g001571:G000194865:HMPREF9341_RS08830__WP_002520939.1_1	g001571	1571	267747.PPA0047	0	1715.3				LysM domain
pacnes16:g001290:G000145535:HMPREF9569_RS08775__WP_050480137.1_1	g001290	1290	408672.NBCG_00856	7.90E-26	124.8	SCLAV_2987		K02004	FtsX-like permease family
pacnes16:g001384:G000194825:HMPREF9337_RS03620__WP_002518832.1_1	g001384	1384	553184.ATORI0001_0994	2.50E-48	199.5				
pacnes16:g000879:G000144875:HMPREF9593_RS02165__WP_002540980.1_1	g000879	879	267747.PPA0092	0	1792.3	NIRK	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0042597,GO:0044462,GO:0044464,GO:0071944"	K00368	Nitrite reductase
pacnes16:g000508:G000144485:HMPREF9581_RS09170__WP_002524590.1_1	g000508	508	267747.PPA0071	0	1713.4			K06994	MmpL domain-containing protein
pacnes16:g000726:G000144795:HMPREF9587_RS05060__WP_002519429.1_1	g000726	726	267747.PPA1333	0	1750.7	SECA	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006605,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009306,GO:0009579,GO:0009607,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0020012,GO:0030312,GO:0030554,GO:0030682,GO:0031522,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0034357,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0042651,GO:0043167,GO:0043168,GO:0043234,GO:0043952,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044436,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052059,GO:0052173,GO:0052200,GO:0052385,GO:0052550,GO:0052564,GO:0052567,GO:0052572,GO:0055085,GO:0055086,GO:0065002,GO:0070727,GO:0071702,GO:0071704,GO:0071806,GO:0071944,GO:0072521,GO:0072523,GO:0075136,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K03070	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)"
pacnes16:g003846:G000735065:PAST3_RS06265__pseudo_1	g003846	3846	267747.PPA1500	0	1580.8				
pacnes16:g002255:G000496915:H498_RS01040__WP_032504971.1_1	g002255	2255	267747.PPA0774	0	1748.4	POLA	"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008408,GO:0008409,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0030312,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363,GO:1901576"	"K02335,K03469,K06966"	DNA polymerase i
pacnes16:g000231:G000144245:HMPREF9572_RS04090__WP_002516801.1_1	g000231	231	267747.PPA1178	0	1755.7	ALAS	"GO:0001071,GO:0001121,GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002161,GO:0003674,GO:0003700,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006399,GO:0006412,GO:0006417,GO:0006418,GO:0006419,GO:0006448,GO:0006450,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016020,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0016876,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019752,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051252,GO:0051253,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:2000112,GO:2000113,GO:2001141"	K01872	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)
pacnes16:g000001:G000008345:PPA_RS00055__WP_002530866.1_1	g000001	1	267747.PPA0010	0	1739.9	GYRA	"GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006260,GO:0006261,GO:0006265,GO:0006351,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007059,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009295,GO:0009330,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0035639,GO:0036094,GO:0042221,GO:0042278,GO:0042454,GO:0042493,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0050896,GO:0055086,GO:0061505,GO:0071103,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0090304,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658"	K02469	"DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)"
pacnes16:g001130:G000145175:HMPREF9616_RS02590__WP_002517957.1_1	g001130	1130	267747.PPA1061	0	1781.1	ACNA	"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0003824,GO:0003994,GO:0005488,GO:0005506,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006081,GO:0006082,GO:0006091,GO:0006097,GO:0006099,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009060,GO:0009061,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0015980,GO:0016020,GO:0016829,GO:0016835,GO:0016836,GO:0019752,GO:0030312,GO:0030350,GO:0032787,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045333,GO:0046487,GO:0046872,GO:0046914,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901363"	K01681	aconitate hydratase
pacnes16:g003759:G000735065:PAST3_RS0111780__pseudo_1	g003759	3759	452863.Achl_0830	8.50E-07	60.1	SCLAV_2987		K02004	FtsX-like permease family
pacnes16:g003759:G000735065:PAST3_RS0111780__pseudo_2	g003759	3759	446471.Xcel_0699	3.60E-21	108.6	SCLAV_2987		K02004	FtsX-like permease family
pacnes16:g000540:G000144505:HMPREF9563_RS07300__WP_002516208.1_1	g000540	540	267747.PPA2048	0	1743	PPDK		"K01006,K01007"	Pyruvate phosphate dikinase
pacnes16:g001099:G000145155:HMPREF9586_RS05415__pseudo_1	g001099	1099	1051006.HMPREF1162_0843	0	1385.2				Phosphoesterase family
pacnes16:g000242:G000144245:HMPREF9572_RS07715__WP_002518465.1_1	g000242	242	267747.PPA1500	0	1749.6				
pacnes16:g000314:G000144285:HMPREF9592_RS07655__WP_002524648.1_1	g000314	314	452652.KSE_44170	2.80E-28	132.9	SCLAV_2987		K02004	FtsX-like permease family
pacnes16:g002130:G000376705:PAGK_RS03095__pseudo_1	g002130	2130	267747.PPA1627	1.20E-93	347.8	PEPN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K01256	aminopeptidase N
pacnes16:g002130:G000376705:PAGK_RS03095__pseudo_2	g002130	2130	267747.PPA1627	0	1382.9	PEPN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K01256	aminopeptidase N
pacnes16:g000066:G000025765:HMPREF0675_RS07930__WP_002518356.1_1	g000066	66	267747.PPA1568	0	1769.2	VALS	"GO:0003674,GO:0003824,GO:0004812,GO:0004832,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006438,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01873	"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)"
pacnes16:g002206:G000496895:H497_RS0112055__WP_009639969.1_1	g002206	2206	267747.PPA0859	0	1722.2				lantibiotic dehydratase domain protein
pacnes16:g000176:G000144185:HMPREF9564_RS11265__WP_002519745.1_1	g000176	176	267747.PPA2258	0	1584.7	RV1278	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944"		growth
pacnes16:g003195:G000521445:JCM18920_1096__GAE79518.1_1	g003195	3195	267747.PPA2135	0	1691.8				DEAD DEAH box helicase
pacnes16:g000732:G000144795:HMPREF9587_RS05605__WP_002536749.1_1	g000732	732	267747.PPA1612	0	1630.5			K01156	"Type III restriction enzyme, res subunit"
pacnes16:g002279:G000496915:H498_RS06990__WP_002531037.1_1	g002279	2279	267747.PPA1612	0	1682.2			K01156	"Type III restriction enzyme, res subunit"
pacnes16:g001483:G000194845:HMPREF9338_RS09795__WP_002520480.1_1	g001483	1483	267747.PPA1033	0	1791.9			"K01192,K15855"	Glycosyl hydrolases family 2
pacnes16:g000625:G000144735:HMPREF9612_RS10605__WP_002524436.1_1	g000625	625	267747.PPA2021	0	1634	CLPB	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006508,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006986,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0010033,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0030312,GO:0030554,GO:0031249,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034655,GO:0035639,GO:0035966,GO:0036094,GO:0040007,GO:0042221,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K03695,K03696"	ATP-dependent chaperone ClpB
pacnes16:g003199:G000521445:JCM18920_1119__GAE79536.1_1	g003199	3199	267747.PPA2121	0	1339.3	NRDA	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004748,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005971,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016020,GO:0016491,GO:0016725,GO:0016728,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019692,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046385,GO:0046483,GO:0051063,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0090304,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576"	K00525	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)
pacnes16:g003958:G001297145:AK827_RS06040__WP_054174581.1_1	g003958	3958	267747.PPA0422	0	1649	COBJ		"K05934,K13540,K13541"	precorrin-3B C17-methyltransferase
pacnes16:g003134:G000521425:JCM18918_4275__GAE78321.1_1	g003134	3134	267747.PPA1840	0	1085.5	OPPA	"GO:0003674,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006996,GO:0008104,GO:0008150,GO:0009987,GO:0015031,GO:0015197,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016597,GO:0017038,GO:0022892,GO:0031224,GO:0031226,GO:0031406,GO:0033036,GO:0033218,GO:0042277,GO:0042597,GO:0042886,GO:0043167,GO:0043168,GO:0043295,GO:0044403,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072341,GO:0090382,GO:1900750,GO:1901681"	K02035	"Extracellular solute-binding protein, family 5"
pacnes16:g000042:G000008345:PPA_RS10820__WP_002530775.1_1	g000042	42	267747.PPA2149	0	1641.3	MRCB	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	"K05364,K05366"	penicillin-binding protein
pacnes16:g000656:G000144755:HMPREF9571_RS10445__WP_002517213.1_1	g000656	656	267747.PPA0278	0	1625.9	CLPC	"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006457,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009292,GO:0009294,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0030312,GO:0034641,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0043170,GO:0044183,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044764,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051704,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K03696	ATP-dependent CLP protease ATP-binding subunit
pacnes16:g002846:G000521405:JCM18916_3205__GAE73662.1_1	g002846	2846	267747.PPA1979	0	1706.8	PEPN		K01256	aminopeptidase N
